chr	pos_bp	marker	pos_cM	chr_end	length_bp	length_cM	reversed	marker_status	marker_number
1	5981923	M77	10.4	FALSE	82713	0.199999999999999	FALSE	keep	77
1	6210071	M80	11	FALSE	64634	0.199999999999999	FALSE	keep	80
1	6274705	M81	11.2	FALSE	87308	0.200000000000001	FALSE	keep	81
1	6362013	M82	11.4	FALSE	120451	0.4	FALSE	keep	82
1	6482464	M84	11.8	FALSE	97909	0.199999999999999	FALSE	keep	84
1	6580373	M85	12	FALSE	96699	0.199999999999999	FALSE	keep	85
1	6677072	M86	12.2	FALSE	101424	0.200000000000001	FALSE	keep	86
1	6778496	M87	12.4	FALSE	99763	0.199999999999999	FALSE	keep	87
1	6878259	M88	12.6	FALSE	65331	0.200000000000001	FALSE	keep	88
1	6943590	M89	12.8	FALSE	136978	0.199999999999999	FALSE	keep	89
1	7080568	M90	13	FALSE	97940	0.199999999999999	FALSE	keep	90
1	7178508	M91	13.2	FALSE	116171	0.200000000000001	FALSE	keep	91
1	7294679	M92	13.4	FALSE	107588	0.199999999999999	FALSE	keep	92
1	7402267	M93	13.6	FALSE	105155	0.200000000000001	FALSE	keep	93
1	7507422	M94	13.8	FALSE	107752	0.199999999999999	FALSE	keep	94
1	7615174	M95	14	FALSE	104836	0.199999999999999	FALSE	keep	95
1	7720010	M96	14.2	FALSE	125128	0.200000000000001	FALSE	keep	96
1	7845138	M97	14.4	FALSE	107108	0.199999999999999	FALSE	keep	97
1	7952246	M98	14.6	FALSE	99504	0.200000000000001	FALSE	keep	98
1	8051750	M99	14.8	FALSE	105633	0.199999999999999	FALSE	keep	99
1	8157383	M100	15	FALSE	105054	0.199999999999999	FALSE	keep	100
1	8262437	M101	15.2	FALSE	109140	0.200000000000001	FALSE	keep	101
1	8371577	M102	15.4	FALSE	88107	0.199999999999999	FALSE	keep	102
1	8459684	M103	15.6	FALSE	67042	0.200000000000001	FALSE	keep	103
1	8526726	M104	15.8	FALSE	70293	0.199999999999999	FALSE	keep	104
1	8597019	M105	16	FALSE	88584	0.199999999999999	FALSE	keep	105
1	8685603	M106	16.2	FALSE	81307	0.199999999999999	FALSE	keep	106
1	8766910	M107	16.4	FALSE	69899	0.200000000000003	FALSE	keep	107
1	8836809	M108	16.6	FALSE	87644	0.199999999999999	FALSE	keep	108
1	8924453	M109	16.8	FALSE	82403	0.199999999999999	FALSE	keep	109
1	9006856	M110	17	FALSE	108553	0.199999999999999	FALSE	keep	110
1	9115409	M111	17.2	FALSE	82439	0.199999999999999	FALSE	keep	111
1	9197848	M112	17.4	FALSE	96970	0.200000000000003	FALSE	keep	112
1	9294818	M113	17.6	FALSE	66419	0.199999999999999	FALSE	keep	113
1	9361237	M114	17.8	FALSE	21112	0.199999999999999	FALSE	keep	114
1	9382349	M115	18	FALSE	21157	0.199999999999999	FALSE	keep	115
1	9403506	M116	18.2	FALSE	20870	0.199999999999999	FALSE	keep	116
1	9424376	M117	18.4	FALSE	30042	0.200000000000003	FALSE	keep	117
1	9454418	M118	18.6	FALSE	21164	0.199999999999999	FALSE	keep	118
1	9475582	M119	18.8	FALSE	21169	0.199999999999999	FALSE	keep	119
1	9496751	M120	19	FALSE	21067	0.199999999999999	FALSE	keep	120
1	9517818	M121	19.2	FALSE	23043	0.199999999999999	FALSE	keep	121
1	9540861	M122	19.4	FALSE	504924	0.400000000000002	FALSE	keep	122
1	10045785	M124	19.8	FALSE	227111	0.199999999999999	FALSE	keep	124
1	10272896	M125	20	FALSE	94744	0.199999999999999	FALSE	keep	125
1	10367640	M126	20.2	FALSE	100322	0.199999999999999	FALSE	keep	126
1	10467962	M127	20.4	FALSE	105159	0.200000000000003	FALSE	keep	127
1	10573121	M128	20.6	FALSE	58500	0.199999999999999	FALSE	keep	128
1	10631621	M129	20.8	FALSE	160966	0.199999999999999	FALSE	keep	129
1	10792587	M130	21	FALSE	107557	0.199999999999999	FALSE	keep	130
1	10900144	M131	21.2	FALSE	84199	0.199999999999999	FALSE	keep	131
1	10984343	M132	21.4	FALSE	96093	0.200000000000003	FALSE	keep	132
1	11080436	M133	21.6	FALSE	99230	0.199999999999999	FALSE	keep	133
1	11179666	M134	21.8	FALSE	126738	0.199999999999999	FALSE	keep	134
1	11306404	M135	22	FALSE	110881	0.199999999999999	FALSE	keep	135
1	11417285	M136	22.2	FALSE	98015	0.199999999999999	FALSE	keep	136
1	11515300	M137	22.4	FALSE	203935	0.400000000000002	FALSE	keep	137
1	11719235	M139	22.8	FALSE	103272	0.199999999999999	FALSE	keep	139
1	11822507	M140	23	FALSE	103335	0.199999999999999	FALSE	keep	140
1	11925842	M141	23.2	FALSE	102759	0.199999999999999	FALSE	keep	141
1	12028601	M142	23.4	FALSE	105893	0.200000000000003	FALSE	keep	142
1	12134494	M143	23.6	FALSE	96852	0.199999999999999	FALSE	keep	143
1	12231346	M144	23.8	FALSE	104050	0.199999999999999	FALSE	keep	144
1	12335396	M145	24	FALSE	107300	0.199999999999999	FALSE	keep	145
1	12442696	M146	24.2	FALSE	90946	0.199999999999999	FALSE	keep	146
1	12533642	M147	24.4	FALSE	90112	0.200000000000003	FALSE	keep	147
1	12623754	M148	24.6	FALSE	89722	0.199999999999999	FALSE	keep	148
1	12713476	M149	24.8	FALSE	92348	0.199999999999999	FALSE	keep	149
1	12805824	M150	25	FALSE	94631	0.199999999999999	FALSE	keep	150
1	12900455	M151	25.2	FALSE	82760	0.199999999999999	FALSE	keep	151
1	12983215	M152	25.4	FALSE	113382	0.200000000000003	FALSE	keep	152
1	13096597	M153	25.6	FALSE	63866	0.199999999999999	FALSE	keep	153
1	13160463	M154	25.8	FALSE	124424	0.199999999999999	FALSE	keep	154
1	13284887	M155	26	FALSE	185421	0.199999999999999	FALSE	keep	155
1	13470308	M156	26.2	FALSE	172407	0.600000000000001	FALSE	keep	156
1	13642715	M159	26.8	FALSE	181298	0.399999999999999	FALSE	keep	159
1	13824013	M161	27.2	FALSE	89683	0.199999999999999	FALSE	keep	161
1	13913696	M162	27.4	FALSE	93576	0.200000000000003	FALSE	keep	162
1	14007272	M163	27.6	FALSE	68461	0.199999999999999	FALSE	keep	163
1	14075733	M164	27.8	FALSE	103224	0.199999999999999	FALSE	keep	164
1	14178957	M165	28	FALSE	90198	0.199999999999999	FALSE	keep	165
1	14269155	M166	28.2	FALSE	153530	0.400000000000002	FALSE	keep	166
1	14422685	M168	28.6	FALSE	118904	0.199999999999999	FALSE	keep	168
1	14541589	M169	28.8	FALSE	74553	0.199999999999999	FALSE	keep	169
1	14616142	M170	29	FALSE	103634	0.199999999999999	FALSE	keep	170
1	14719776	M171	29.2	FALSE	55478	0.199999999999999	FALSE	keep	171
1	14775254	M172	29.4	FALSE	233228	0.200000000000003	FALSE	keep	172
1	15008482	M173	29.6	FALSE	229488	0.199999999999999	FALSE	keep	173
1	15237970	M174	29.8	FALSE	89024	0.199999999999999	FALSE	keep	174
1	15326994	M175	30	FALSE	90680	0.199999999999999	FALSE	keep	175
1	15417674	M176	30.2	FALSE	90663	0.199999999999999	FALSE	keep	176
1	15508337	M177	30.4	FALSE	88556	0.200000000000003	FALSE	keep	177
1	15596893	M178	30.6	FALSE	132240	0.199999999999999	FALSE	keep	178
1	15729133	M179	30.8	FALSE	96431	0.199999999999999	FALSE	keep	179
1	15825564	M180	31	FALSE	48966	0.199999999999999	FALSE	keep	180
1	15874530	M181	31.2	FALSE	90099	0.199999999999999	FALSE	keep	181
1	15964629	M182	31.4	FALSE	100671	0.200000000000003	FALSE	keep	182
1	16065300	M183	31.6	FALSE	118736	0.199999999999999	FALSE	keep	183
1	16184036	M184	31.8	FALSE	116479	0.199999999999999	FALSE	keep	184
1	16300515	M185	32	FALSE	114816	0.200000000000003	FALSE	keep	185
1	16415331	M186	32.2	FALSE	210109	0.199999999999996	FALSE	keep	186
1	16625440	M187	32.4	FALSE	156555	0.200000000000003	FALSE	keep	187
1	16781995	M188	32.6	FALSE	115470	0.199999999999996	FALSE	keep	188
1	16897465	M189	32.8	FALSE	183609	0.200000000000003	FALSE	keep	189
1	17081074	M190	33	FALSE	252092	0.200000000000003	FALSE	keep	190
1	17333166	M191	33.2	FALSE	215554	0.199999999999996	FALSE	keep	191
1	17548720	M192	33.4	FALSE	290745	0.200000000000003	FALSE	keep	192
1	17839465	M193	33.6	FALSE	152527	0.199999999999996	FALSE	keep	193
1	17991992	M194	33.8	FALSE	164741	0.400000000000006	FALSE	keep	194
1	18156733	M196	34.2	FALSE	444521	0.399999999999999	FALSE	keep	196
1	18601254	M198	34.6	FALSE	214816	0.199999999999996	FALSE	keep	198
1	18816070	M199	34.8	FALSE	213293	0.200000000000003	FALSE	keep	199
1	19029363	M200	35	FALSE	225532	0.200000000000003	FALSE	keep	200
1	19254895	M201	35.2	FALSE	207075	0.199999999999996	FALSE	keep	201
1	19461970	M202	35.4	FALSE	188838	0.200000000000003	FALSE	keep	202
1	19650808	M203	35.6	FALSE	261467	0.199999999999996	FALSE	keep	203
1	19912275	M204	35.8	FALSE	386946	0.400000000000006	FALSE	keep	204
1	20299221	M206	36.2	FALSE	214100	0.199999999999996	FALSE	keep	206
1	20513321	M207	36.4	FALSE	443320	0.399999999999999	FALSE	keep	207
1	20956641	M209	36.8	FALSE	115978	0.200000000000003	FALSE	keep	209
1	21072619	M210	37	FALSE	275518	0.200000000000003	FALSE	keep	210
1	21348137	M211	37.2	FALSE	210399	0.199999999999996	FALSE	keep	211
1	21558536	M212	37.4	FALSE	214872	0.200000000000003	FALSE	keep	212
1	21773408	M213	37.6	FALSE	118122	0.199999999999996	FALSE	keep	213
1	21891530	M214	37.8	FALSE	97344	0.200000000000003	FALSE	keep	214
1	21988874	M215	38	FALSE	97048	0.200000000000003	FALSE	keep	215
1	22085922	M216	38.2	FALSE	112078	0.199999999999996	FALSE	keep	216
1	22198000	M217	38.4	FALSE	190822	0.200000000000003	FALSE	keep	217
1	22388822	M218	38.6	FALSE	217521	0.399999999999999	FALSE	keep	218
1	22606343	M220	39	FALSE	256833	0.200000000000003	FALSE	keep	220
1	22863176	M221	39.2	FALSE	255712	0.199999999999996	FALSE	keep	221
1	23118888	M222	39.4	FALSE	253418	0.200000000000003	FALSE	keep	222
1	23372306	M223	39.6	FALSE	172506	0.199999999999996	FALSE	keep	223
1	23544812	M224	39.8	FALSE	209573	0.200000000000003	FALSE	keep	224
1	23754385	M225	40	FALSE	196334	0.200000000000003	FALSE	keep	225
1	23950719	M226	40.2	FALSE	142970	0.199999999999996	FALSE	keep	226
1	24093689	M227	40.4	FALSE	212866	0.200000000000003	FALSE	keep	227
1	24306555	M228	40.6	FALSE	180305	0.199999999999996	FALSE	keep	228
1	24486860	M229	40.8	FALSE	189079	0.200000000000003	FALSE	keep	229
1	24675939	M230	41	FALSE	188535	0.200000000000003	FALSE	keep	230
1	24864474	M231	41.2	FALSE	198181	0.199999999999996	FALSE	keep	231
1	25062655	M232	41.4	FALSE	190739	0.200000000000003	FALSE	keep	232
1	25253394	M233	41.6	FALSE	192791	0.199999999999996	FALSE	keep	233
1	25446185	M234	41.8	FALSE	484965	0.600000000000001	FALSE	keep	234
1	25931150	M237	42.4	FALSE	205796	0.200000000000003	FALSE	keep	237
1	26136946	M238	42.6	FALSE	173746	0.199999999999996	FALSE	keep	238
1	26310692	M239	42.8	FALSE	123243	0.200000000000003	FALSE	keep	239
1	26433935	M240	43	FALSE	43041	0.200000000000003	FALSE	keep	240
1	26476976	M241	43.2	FALSE	245385	0.399999999999999	FALSE	keep	241
1	26722361	M243	43.6	FALSE	111249	0.199999999999996	FALSE	keep	243
1	26833610	M244	43.8	FALSE	139776	0.400000000000006	FALSE	keep	244
1	26973386	M246	44.2	FALSE	229083	0.199999999999996	FALSE	keep	246
1	27202469	M247	44.4	FALSE	51935	0.200000000000003	FALSE	keep	247
1	27254404	M248	44.6	FALSE	158325	0.199999999999996	FALSE	keep	248
1	27412729	M249	44.8	FALSE	69072	0.200000000000003	FALSE	keep	249
1	27481801	M250	45	FALSE	105415	0.200000000000003	FALSE	keep	250
1	27587216	M251	45.2	FALSE	109021	0.199999999999996	FALSE	keep	251
1	27696237	M252	45.4	FALSE	104920	0.200000000000003	FALSE	keep	252
1	27801157	M253	45.6	FALSE	108242	0.199999999999996	FALSE	keep	253
1	27909399	M254	45.8	FALSE	108233	0.200000000000003	FALSE	keep	254
1	28017632	M255	46	FALSE	108480	0.200000000000003	FALSE	keep	255
1	28126112	M256	46.2	FALSE	73528	0.199999999999996	FALSE	keep	256
1	28199640	M257	46.4	FALSE	143261	0.200000000000003	FALSE	keep	257
1	28342901	M258	46.6	FALSE	216635	0.399999999999999	FALSE	keep	258
1	28559536	M260	47	FALSE	149389	0.200000000000003	FALSE	keep	260
1	28708925	M261	47.2	FALSE	190003	0.199999999999996	FALSE	keep	261
1	28898928	M262	47.4	FALSE	194781	0.200000000000003	FALSE	keep	262
1	29093709	M263	47.6	FALSE	223081	0.199999999999996	FALSE	keep	263
1	29316790	M264	47.8	FALSE	209863	0.200000000000003	FALSE	keep	264
1	29526653	M265	48	FALSE	195308	0.200000000000003	FALSE	keep	265
1	29721961	M266	48.2	FALSE	202278	0.199999999999996	FALSE	keep	266
1	29924239	M267	48.4	FALSE	218116	0.200000000000003	FALSE	keep	267
1	30142355	M268	48.6	FALSE	193049	0.199999999999996	FALSE	keep	268
1	30335404	M269	48.8	FALSE	141878	0.200000000000003	FALSE	keep	269
1	30477282	M270	49	FALSE	195007	0.200000000000003	FALSE	keep	270
1	30672289	M271	49.2	FALSE	174527	0.199999999999996	FALSE	keep	271
1	30846816	M272	49.4	FALSE	237638	0.200000000000003	FALSE	keep	272
1	31084454	M273	49.6	FALSE	182579	0.199999999999996	FALSE	keep	273
1	31267033	M274	49.8	FALSE	200855	0.200000000000003	FALSE	keep	274
1	31467888	M275	50	FALSE	186132	0.200000000000003	FALSE	keep	275
1	31654020	M276	50.2	FALSE	195150	0.199999999999996	FALSE	keep	276
1	31849170	M277	50.4	FALSE	183510	0.200000000000003	FALSE	keep	277
1	32032680	M278	50.6	FALSE	158038	0.199999999999996	FALSE	keep	278
1	32190718	M279	50.8	FALSE	188163	0.200000000000003	FALSE	keep	279
1	32378881	M280	51	FALSE	193290	0.200000000000003	FALSE	keep	280
1	32572171	M281	51.2	FALSE	200738	0.199999999999996	FALSE	keep	281
1	32772909	M282	51.4	FALSE	162169	0.200000000000003	FALSE	keep	282
1	32935078	M283	51.6	FALSE	149661	0.199999999999996	FALSE	keep	283
1	33084739	M284	51.8	FALSE	101006	0.200000000000003	FALSE	keep	284
1	33185745	M285	52	FALSE	251564	0.200000000000003	FALSE	keep	285
1	33437309	M286	52.2	FALSE	302551	0.399999999999999	FALSE	keep	286
1	33739860	M288	52.6	FALSE	144316	0.199999999999996	FALSE	keep	288
1	33884176	M289	52.8	FALSE	140778	0.200000000000003	FALSE	keep	289
1	34024954	M290	53	FALSE	269382	0.399999999999999	FALSE	keep	290
1	34294336	M292	53.4	FALSE	226716	0.200000000000003	FALSE	keep	292
1	34521052	M293	53.6	FALSE	458257	0.199999999999996	FALSE	keep	293
1	34979309	M294	53.8	FALSE	311370	0.200000000000003	FALSE	keep	294
1	35290679	M295	54	FALSE	811316	0.399999999999999	FALSE	keep	295
1	36863002	M300	55	FALSE	348547	0.200000000000003	FALSE	keep	300
1	37211549	M301	55.2	FALSE	320995	0.199999999999996	FALSE	keep	301
1	37532544	M302	55.4	FALSE	306608	0.200000000000003	FALSE	keep	302
1	37839152	M303	55.6	FALSE	318356	0.199999999999996	FALSE	keep	303
1	38157508	M304	55.8	FALSE	322746	0.200000000000003	FALSE	keep	304
1	38480254	M305	56	FALSE	348077	0.200000000000003	FALSE	keep	305
1	38828331	M306	56.2	FALSE	177719	0.199999999999996	FALSE	keep	306
1	39006050	M307	56.4	FALSE	197638	0.200000000000003	FALSE	keep	307
1	39203688	M308	56.6	FALSE	167569	0.199999999999996	FALSE	keep	308
1	39371257	M309	56.8	FALSE	197864	0.200000000000003	FALSE	keep	309
1	39569121	M310	57	FALSE	262335	0.200000000000003	FALSE	keep	310
1	39831456	M311	57.2	FALSE	134242	0.199999999999996	FALSE	keep	311
1	39965698	M312	57.4	FALSE	287236	0.200000000000003	FALSE	keep	312
1	40252934	M313	57.6	FALSE	174715	0.199999999999996	FALSE	keep	313
1	40427649	M314	57.8	FALSE	213467	0.200000000000003	FALSE	keep	314
1	40641116	M315	58	FALSE	171595	0.200000000000003	FALSE	keep	315
1	40812711	M316	58.2	FALSE	244950	0.199999999999996	FALSE	keep	316
1	41057661	M317	58.4	FALSE	193047	0.200000000000003	FALSE	keep	317
1	41250708	M318	58.6	FALSE	206405	0.199999999999996	FALSE	keep	318
1	41457113	M319	58.8	FALSE	583622	0.200000000000003	FALSE	keep	319
1	42040735	M320	59	FALSE	478797	0.200000000000003	FALSE	keep	320
1	42519532	M321	59.2	FALSE	1087546	0.399999999999999	FALSE	keep	321
1	43607078	M323	59.6	FALSE	546352	0.399999999999999	FALSE	keep	323
1	44153430	M325	60	FALSE	230221	0.399999999999999	FALSE	keep	325
1	44383651	M327	60.4	FALSE	176891	0.200000000000003	FALSE	keep	327
1	44560542	M328	60.6	FALSE	289454	0.199999999999996	FALSE	keep	328
1	44849996	M329	60.8	FALSE	274132	0.200000000000003	FALSE	keep	329
1	45124128	M330	61	FALSE	274964	0.200000000000003	FALSE	keep	330
1	45399092	M331	61.2	FALSE	327380	0.199999999999996	FALSE	keep	331
1	45726472	M332	61.4	FALSE	186334	0.200000000000003	FALSE	keep	332
1	45912806	M333	61.6	FALSE	190025	0.199999999999996	FALSE	keep	333
1	46102831	M334	61.8	FALSE	142265	0.200000000000003	FALSE	keep	334
1	46245096	M335	62	FALSE	316478	0.200000000000003	FALSE	keep	335
1	46561574	M336	62.2	FALSE	310200	0.199999999999996	FALSE	keep	336
1	46871774	M337	62.4	FALSE	317034	0.200000000000003	FALSE	keep	337
1	47188808	M338	62.6	FALSE	283276	0.199999999999996	FALSE	keep	338
1	47472084	M339	62.8	FALSE	319644	0.200000000000003	FALSE	keep	339
1	47791728	M340	63	FALSE	339068	0.200000000000003	FALSE	keep	340
1	48130796	M341	63.2	FALSE	725559	0.399999999999999	FALSE	keep	341
1	48856355	M343	63.6	FALSE	281102	0.199999999999996	FALSE	keep	343
1	49137457	M344	63.8	FALSE	297677	0.200000000000003	FALSE	keep	344
1	49435134	M345	64	FALSE	578771	0.400000000000006	FALSE	keep	345
1	50013905	M347	64.4	FALSE	361546	0.199999999999989	FALSE	keep	347
1	50375451	M348	64.6	FALSE	336667	0.200000000000003	FALSE	keep	348
1	50712118	M349	64.8	FALSE	280666	0.200000000000003	FALSE	keep	349
1	50992784	M350	65	FALSE	348262	0.200000000000003	FALSE	keep	350
1	51341046	M351	65.2	FALSE	219515	0.200000000000003	FALSE	keep	351
1	51560561	M352	65.4	FALSE	202334	0.199999999999989	FALSE	keep	352
1	51762895	M353	65.6	FALSE	77908	0.200000000000003	FALSE	keep	353
1	51840803	M354	65.8	FALSE	165925	0.200000000000003	FALSE	keep	354
1	52006728	M355	66	FALSE	132726	0.200000000000003	FALSE	keep	355
1	52139454	M356	66.2	FALSE	168026	0.200000000000003	FALSE	keep	356
1	52307480	M357	66.4	FALSE	163839	0.199999999999989	FALSE	keep	357
1	52471319	M358	66.6	FALSE	201030	0.200000000000003	FALSE	keep	358
1	52672349	M359	66.8	FALSE	870637	0.200000000000003	FALSE	keep	359
1	53805466	M365	68	FALSE	179359	0.200000000000003	FALSE	keep	365
1	53984825	M366	68.2	FALSE	172907	0.200000000000003	FALSE	keep	366
1	54157732	M367	68.4	FALSE	176190	0.199999999999989	FALSE	keep	367
1	54333922	M368	68.6	FALSE	160106	0.200000000000003	FALSE	keep	368
1	54494028	M369	68.8	FALSE	537520	0.200000000000003	FALSE	keep	369
1	55031548	M370	69	FALSE	669055	0.200000000000003	FALSE	keep	370
1	55700603	M371	69.2	FALSE	1045730	0.200000000000003	FALSE	keep	371
1	56746333	M372	69.4	FALSE	205832	0.199999999999989	FALSE	keep	372
1	56952165	M373	69.6	FALSE	200152	0.200000000000003	FALSE	keep	373
1	57152317	M374	69.8	FALSE	219560	0.200000000000003	FALSE	keep	374
1	57371877	M375	70	FALSE	288849	0.200000000000003	FALSE	keep	375
1	57660726	M376	70.2	FALSE	360166	0.200000000000003	FALSE	keep	376
1	58020892	M377	70.4	FALSE	423618	0.199999999999989	FALSE	keep	377
1	58444510	M378	70.6	FALSE	396260	0.200000000000003	FALSE	keep	378
1	58840770	M379	70.8	FALSE	365687	0.200000000000003	FALSE	keep	379
1	59206457	M380	71	FALSE	438986	0.200000000000003	FALSE	keep	380
1	59645443	M381	71.2	FALSE	427170	0.200000000000003	FALSE	keep	381
1	60072613	M382	71.4	FALSE	439918	0.199999999999989	FALSE	keep	382
1	60512531	M383	71.6	FALSE	438241	0.200000000000003	FALSE	keep	383
1	60950772	M384	71.8	FALSE	383401	0.200000000000003	FALSE	keep	384
1	61334173	M385	72	FALSE	376367	0.200000000000003	FALSE	keep	385
1	61710540	M386	72.2	FALSE	541612	0.200000000000003	FALSE	keep	386
1	62252152	M387	72.4	FALSE	719219	0.199999999999989	FALSE	keep	387
1	62971371	M388	72.6	FALSE	1414590	0.400000000000006	FALSE	keep	388
1	64385961	M390	73	FALSE	991778	0.200000000000003	FALSE	keep	390
1	65377739	M391	73.2	FALSE	477392	0.200000000000003	FALSE	keep	391
1	65855131	M392	73.4	FALSE	502366	0.199999999999989	FALSE	keep	392
1	66357497	M393	73.6	FALSE	1314224	0.200000000000003	FALSE	keep	393
1	68998108	M398	74.6	FALSE	390556	0.200000000000003	FALSE	keep	398
1	69388664	M399	74.8	FALSE	369513	0.200000000000003	FALSE	keep	399
1	69758177	M400	75	FALSE	370057	0.200000000000003	FALSE	keep	400
1	70128234	M401	75.2	FALSE	392956	0.200000000000003	FALSE	keep	401
1	70521190	M402	75.4	FALSE	429345	0.199999999999989	FALSE	keep	402
1	70950535	M403	75.6	FALSE	1093818	0.600000000000009	FALSE	keep	403
1	72044353	M406	76.2	FALSE	387876	0.200000000000003	FALSE	keep	406
1	72432229	M407	76.4	FALSE	374962	0.199999999999989	FALSE	keep	407
1	72807191	M408	76.6	FALSE	479857	0.200000000000003	FALSE	keep	408
1	73287048	M409	76.8	FALSE	314968	0.200000000000003	FALSE	keep	409
1	73602016	M410	77	FALSE	382355	0.200000000000003	FALSE	keep	410
1	73984371	M411	77.2	FALSE	399976	0.200000000000003	FALSE	keep	411
1	74384347	M412	77.4	FALSE	390995	0.199999999999989	FALSE	keep	412
1	74775342	M413	77.6	FALSE	368845	0.200000000000003	FALSE	keep	413
1	75144187	M414	77.8	FALSE	382247	0.200000000000003	FALSE	keep	414
1	75526434	M415	78	FALSE	360806	0.200000000000003	FALSE	keep	415
1	75887240	M416	78.2	FALSE	423743	0.200000000000003	FALSE	keep	416
1	76310983	M417	78.4	FALSE	697286	0.399999999999991	FALSE	keep	417
1	77008269	M419	78.8	FALSE	382840	0.200000000000003	FALSE	keep	419
1	77391109	M420	79	FALSE	428814	0.200000000000003	FALSE	keep	420
1	77819923	M421	79.2	FALSE	373775	0.200000000000003	FALSE	keep	421
